,state,year,all_occ_h_median,drivers_h_median,rec_legal,med_legal
615,Arkansas,2013,13.9,14.73,False,False
616,California,2013,18.71,17.5,False,True
617,Colorado,2013,18.04,17.36,True,True
618,Connecticut,2013,20.33,17.4,False,True
619,Delaware,2013,17.94,16.82,False,True
620,District of Columbia,2013,30.62,18.1,False,True
621,Florida,2013,14.74,14.78,False,False
622,Georgia,2013,15.63,15.67,False,False
623,Hawaii,2013,17.75,18.05,False,True
624,Idaho,2013,14.68,15.25,False,False
625,Illinois,2013,17.18,17.94,False,True
626,Indiana,2013,15.38,16.49,False,False
627,Iowa,2013,15.57,17.62,False,False
628,Kansas,2013,15.44,15.93,False,False
629,Kentucky,2013,15.01,15.97,False,False
630,Louisiana,2013,15.03,14.73,False,False
631,Maine,2013,16.06,15.38,False,True
632,Maryland,2013,19.57,17.74,False,True
633,Massachusetts,2013,21.07,17.4,False,True
634,Michigan,2013,16.67,16.16,False,True
635,Minnesota,2013,17.98,17.61,False,False
636,Mississippi,2013,13.57,14.8,False,False
637,Missouri,2013,15.55,16.23,False,False
638,Montana,2013,14.79,16.52,False,True
639,Nebraska,2013,15.31,17.8,False,False
640,Nevada,2013,16.03,17.7,False,True
641,New Hampshire,2013,17.21,15.88,False,True
642,New Jersey,2013,19.35,18.37,False,True
643,New Mexico,2013,15.14,15.22,False,True
644,New York,2013,19.45,18.79,False,False
645,North Carolina,2013,15.46,15.75,False,False
646,North Dakota,2013,17.14,20.26,False,False
647,Ohio,2013,16.22,16.54,False,False
648,Oklahoma,2013,14.77,15.41,False,False
649,Oregon,2013,17.24,16.68,False,True
650,Pennsylvania,2013,16.98,16.75,False,False
651,Rhode Island,2013,18.03,17.86,False,True
652,South Carolina,2013,14.56,15.03,False,False
653,South Dakota,2013,14.14,15.53,False,False
654,Tennessee,2013,14.9,15.92,False,False
655,Texas,2013,15.81,15.76,False,False
656,Utah,2013,16.0,17.88,False,False
657,Vermont,2013,17.01,16.43,False,True
658,Virginia,2013,17.77,15.58,False,False
659,Washington,2013,19.67,18.59,True,True
660,West Virginia,2013,13.96,14.14,False,False
661,Wisconsin,2013,16.32,16.74,False,False
662,Wyoming,2013,17.79,19.43,False,False
663,Alabama,2014,14.83,15.23,False,False
664,Alaska,2014,21.73,21.28,True,True
665,Arizona,2014,16.46,16.17,False,True
666,Arkansas,2014,14.01,14.61,False,False
667,California,2014,18.84,17.85,False,True
668,Colorado,2014,18.28,18.06,True,True
669,Connecticut,2014,20.67,18.17,False,True
670,Delaware,2014,18.03,16.61,False,True
671,District of Columbia,2014,31.2,18.36,False,True
672,Florida,2014,14.93,15.14,False,False
673,Georgia,2014,15.79,15.7,False,False
674,Hawaii,2014,18.01,18.46,False,True
675,Idaho,2014,14.93,15.65,False,False
676,Illinois,2014,17.59,18.14,False,True
677,Indiana,2014,15.63,16.81,False,False
678,Iowa,2014,15.91,17.98,False,False
679,Kansas,2014,15.83,16.31,False,False
680,Kentucky,2014,15.3,16.46,False,False
681,Louisiana,2014,15.2,14.88,False,False
682,Maine,2014,16.29,15.89,False,True
683,Maryland,2014,19.63,17.84,False,True
684,Massachusetts,2014,21.48,18.42,False,True
685,Michigan,2014,16.7,16.26,False,True
686,Minnesota,2014,18.3,18.0,False,True
687,Mississippi,2014,13.76,15.1,False,False
688,Missouri,2014,15.76,16.69,False,False
689,Montana,2014,15.15,17.27,False,True
690,Nebraska,2014,15.66,18.34,False,False
691,Nevada,2014,16.13,18.24,False,True
692,New Hampshire,2014,17.51,16.38,False,True
693,New Jersey,2014,19.56,18.53,False,True
694,New Mexico,2014,15.29,15.23,False,True
695,New York,2014,19.65,18.98,False,True
696,North Carolina,2014,15.63,15.67,False,False
697,North Dakota,2014,17.75,21.22,False,False
698,Ohio,2014,16.47,17.25,False,False
699,Oklahoma,2014,15.17,15.98,False,False
700,Oregon,2014,17.5,17.17,True,True
701,Pennsylvania,2014,17.13,16.88,False,False
702,Rhode Island,2014,18.43,17.88,False,True
703,South Carolina,2014,14.74,15.73,False,False
704,South Dakota,2014,14.36,16.05,False,False
705,Tennessee,2014,15.02,16.22,False,False
706,Texas,2014,16.18,16.16,False,False
707,Utah,2014,16.2,17.95,False,False
708,Vermont,2014,17.39,17.15,False,True
709,Virginia,2014,18.05,16.82,False,False
710,Washington,2014,19.76,19.0,True,True
711,West Virginia,2014,14.14,14.67,False,False
712,Wisconsin,2014,16.52,16.91,False,False
713,Wyoming,2014,18.16,20.17,False,False
714,Alabama,2015,15.17,15.17,False,False
715,Alaska,2015,22.32,21.39,True,True
716,Arizona,2015,16.67,16.37,False,True
717,Arkansas,2015,14.14,15.56,False,False
718,California,2015,19.15,18.1,False,True
719,Colorado,2015,18.66,18.49,True,True
720,Connecticut,2015,21.07,18.37,False,True
721,Delaware,2015,18.15,16.81,False,True
722,District of Columbia,2015,31.75,18.28,True,True
723,Florida,2015,15.29,15.56,False,False
724,Georgia,2015,16.07,16.39,False,True
725,Hawaii,2015,18.63,18.55,False,True
726,Idaho,2015,15.32,16.11,False,False
727,Illinois,2015,17.94,18.21,False,True
728,Indiana,2015,15.82,16.85,False,False
729,Iowa,2015,16.18,17.69,False,False
730,Kansas,2015,16.2,16.17,False,False
731,Kentucky,2015,15.55,16.58,False,False
732,Louisiana,2015,15.38,15.13,False,True
733,Maine,2015,16.69,15.92,False,True
734,Maryland,2015,20.13,18.12,False,True
735,Massachusetts,2015,21.91,18.68,False,True
736,Michigan,2015,17.02,16.77,False,True
737,Minnesota,2015,18.69,17.4,False,True
738,Mississippi,2015,13.94,15.55,False,False
739,Missouri,2015,16.05,17.06,False,False
740,Montana,2015,15.37,17.54,False,True
741,Nebraska,2015,16.27,17.99,False,False
742,Nevada,2015,16.2,18.51,False,True
743,New Hampshire,2015,17.92,16.28,False,True
744,New Jersey,2015,19.86,18.88,False,True
745,New Mexico,2015,15.54,16.22,False,True
746,New York,2015,20.0,19.25,False,True
747,North Carolina,2015,15.91,16.14,False,False
748,North Dakota,2015,18.35,22.26,False,False
749,Ohio,2015,16.84,17.76,False,False
750,Oklahoma,2015,15.59,16.76,False,False
751,Oregon,2015,17.83,17.6,True,True
752,Pennsylvania,2015,17.38,17.3,False,False
753,Rhode Island,2015,18.77,18.0,False,True
754,South Carolina,2015,15.04,15.91,False,False
755,South Dakota,2015,14.8,16.27,False,False
756,Tennessee,2015,15.3,16.39,False,False
757,Texas,2015,16.61,16.63,False,False
758,Utah,2015,16.34,18.2,False,False
759,Vermont,2015,17.81,17.44,False,True
760,Virginia,2015,18.36,16.95,False,False
761,Washington,2015,20.28,19.33,True,True
762,West Virginia,2015,14.54,14.68,False,False
763,Wisconsin,2015,16.88,17.06,False,False
764,Wyoming,2015,18.41,20.44,False,False
765,Alabama,2016,15.43,15.0,False,False
766,Alaska,2016,22.68,21.96,True,True
767,Arizona,2016,17.05,17.07,False,True
768,Arkansas,2016,14.48,15.94,False,True
769,California,2016,19.67,18.53,True,True
770,Colorado,2016,19.09,19.07,True,True
771,Connecticut,2016,21.68,18.88,False,True
772,Delaware,2016,18.25,16.74,False,True
773,District of Columbia,2016,32.63,16.64,True,True
774,Florida,2016,15.77,15.97,False,True
775,Georgia,2016,16.51,16.92,False,True
776,Hawaii,2016,19.24,18.65,False,True
777,Idaho,2016,15.77,16.56,False,False
778,Illinois,2016,18.4,18.72,False,True
779,Indiana,2016,16.25,17.85,False,False
780,Iowa,2016,16.72,17.86,False,False
781,Kansas,2016,16.57,16.99,False,False
782,Kentucky,2016,15.96,17.17,False,False
783,Louisiana,2016,15.43,15.38,False,True
784,Maine,2016,17.01,16.43,True,True
785,Maryland,2016,20.68,18.57,False,True
786,Massachusetts,2016,22.45,19.18,True,True
787,Michigan,2016,17.32,17.27,False,True
788,Minnesota,2016,19.28,18.51,False,True
789,Mississippi,2016,14.22,15.76,False,False
790,Missouri,2016,16.46,17.5,False,False
791,Montana,2016,15.75,17.85,False,True
792,Nebraska,2016,16.77,18.11,False,False
793,Nevada,2016,16.59,19.28,True,True
794,New Hampshire,2016,18.4,16.77,False,True
795,New Jersey,2016,20.17,19.43,False,True
796,New Mexico,2016,15.82,16.3,False,True
797,New York,2016,20.56,19.79,False,True
798,North Carolina,2016,16.31,16.39,False,False
799,North Dakota,2016,18.83,22.64,False,True
800,Ohio,2016,17.19,18.0,False,True
801,Oklahoma,2016,15.93,16.86,False,False
802,Oregon,2016,18.26,18.61,True,True
803,Pennsylvania,2016,17.63,17.63,False,True
804,Rhode Island,2016,19.1,18.0,False,True
805,South Carolina,2016,15.45,15.78,False,False
806,South Dakota,2016,15.19,16.51,False,False
807,Tennessee,2016,15.77,17.18,False,False
808,Texas,2016,17.06,17.04,False,False
809,Utah,2016,16.83,18.63,False,False
810,Vermont,2016,18.23,17.52,False,True
811,Virginia,2016,18.78,17.11,False,False
812,Washington,2016,20.87,20.15,True,True
813,West Virginia,2016,14.79,14.87,False,False
814,Wisconsin,2016,17.43,17.68,False,False
815,Wyoming,2016,18.61,20.73,False,False
816,Alabama,2017,15.77,15.2,False,False
817,Alaska,2017,22.86,22.68,True,True
818,Arizona,2017,17.44,17.8,False,True
819,Arkansas,2017,14.82,16.26,False,True
820,California,2017,19.7,19.08,True,True
821,Colorado,2017,19.66,19.17,True,True
822,Connecticut,2017,22.05,19.37,False,True
823,Delaware,2017,18.68,17.87,False,True
824,District of Columbia,2017,33.82,17.48,True,True
825,Florida,2017,16.07,16.33,False,True
826,Georgia,2017,16.85,17.32,False,True
827,Hawaii,2017,20.02,19.49,False,True
828,Idaho,2017,15.99,17.06,False,False
829,Illinois,2017,18.69,19.73,False,True
830,Indiana,2017,16.63,18.17,False,False
831,Iowa,2017,17.27,18.27,False,True
832,Kansas,2017,16.9,17.55,False,False
833,Kentucky,2017,16.25,17.53,False,False
834,Louisiana,2017,15.62,15.9,False,True
835,Maine,2017,17.41,16.63,True,True
836,Maryland,2017,21.08,18.88,False,True
837,Massachusetts,2017,22.81,20.21,True,True
838,Michigan,2017,17.62,17.48,False,True
839,Minnesota,2017,19.84,19.35,False,True
840,Mississippi,2017,14.46,15.71,False,False
841,Missouri,2017,16.85,18.04,False,False
842,Montana,2017,16.27,17.8,False,True
843,Nebraska,2017,17.37,18.57,False,False
844,Nevada,2017,16.79,19.67,True,True
845,New Hampshire,2017,18.7,17.52,False,True
846,New Jersey,2017,20.43,19.87,False,True
847,New Mexico,2017,16.08,17.0,False,True
848,New York,2017,21.0,20.5,False,True
849,North Carolina,2017,16.71,16.94,False,False
850,North Dakota,2017,19.25,22.82,False,True
851,Ohio,2017,17.55,18.04,False,True
852,Oklahoma,2017,16.17,17.43,False,False
853,Oregon,2017,18.67,19.41,True,True
854,Pennsylvania,2017,18.05,17.93,False,True
855,Rhode Island,2017,19.45,18.18,False,True
856,South Carolina,2017,15.76,16.22,False,False
857,South Dakota,2017,15.55,16.8,False,False
858,Tennessee,2017,16.28,17.58,False,False
859,Texas,2017,17.39,17.59,False,False
860,Utah,2017,17.14,19.52,False,False
861,Vermont,2017,18.57,18.14,False,True
862,Virginia,2017,19.13,16.91,False,False
863,Washington,2017,21.36,20.58,True,True
864,West Virginia,2017,15.16,15.35,False,True
865,Wisconsin,2017,17.81,18.28,False,False
866,Wyoming,2017,18.81,21.03,False,False
867,Alabama,2018,16.22,15.36,False,False
868,Alaska,2018,23.09,23.83,True,True
869,Arizona,2018,17.8,18.41,False,True
870,Arkansas,2018,15.31,16.79,False,True
871,California,2018,20.4,20.16,True,True
872,Colorado,2018,20.34,19.55,True,True
873,Connecticut,2018,22.56,19.57,False,True
874,Delaware,2018,19.18,18.28,False,True
875,District of Columbia,2018,34.46,19.5,True,True
876,Florida,2018,16.62,16.66,False,True
877,Georgia,2018,17.28,17.6,False,True
878,Hawaii,2018,20.42,19.59,False,True
879,Idaho,2018,16.47,17.0,False,False
880,Illinois,2018,19.21,20.62,False,True
881,Indiana,2018,17.18,18.63,False,False
882,Iowa,2018,17.84,18.61,False,True
883,Kansas,2018,17.28,18.56,False,False
884,Kentucky,2018,16.66,18.31,False,False
885,Louisiana,2018,16.05,16.26,False,True
886,Maine,2018,17.85,16.99,True,True
887,Maryland,2018,21.49,19.34,False,True
888,Massachusetts,2018,23.4,20.79,True,True
889,Michigan,2018,18.08,17.98,True,True
890,Minnesota,2018,20.49,20.05,False,True
891,Mississippi,2018,14.7,15.99,False,False
892,Missouri,2018,17.33,18.47,False,True
893,Montana,2018,16.87,18.47,False,True
894,Nebraska,2018,17.85,19.76,False,False
895,Nevada,2018,17.09,20.38,True,True
896,New Hampshire,2018,19.17,18.41,False,True
897,New Jersey,2018,20.96,20.47,False,True
898,New Mexico,2018,16.4,17.3,False,True
899,New York,2018,21.63,20.96,False,True
900,North Carolina,2018,17.19,17.46,False,False
901,North Dakota,2018,19.87,23.46,False,True
902,Ohio,2018,17.96,18.12,False,True
903,Oklahoma,2018,16.62,17.77,False,True
904,Oregon,2018,19.03,20.02,True,True
905,Pennsylvania,2018,18.49,18.32,False,True
906,Rhode Island,2018,20.21,18.52,False,True
907,South Carolina,2018,16.23,17.01,False,False
908,South Dakota,2018,16.08,17.39,False,False
909,Tennessee,2018,16.78,18.43,False,False
910,Texas,2018,17.84,18.33,False,False
911,Utah,2018,17.69,19.69,False,True
912,Vermont,2018,19.1,18.54,False,True
913,Virginia,2018,19.63,17.29,False,False
914,Washington,2018,22.17,21.66,True,True
915,West Virginia,2018,15.69,15.76,False,True
916,Wisconsin,2018,18.25,19.2,False,False
917,Wyoming,2018,19.34,21.4,False,False
918,Alabama,2019,16.73,17.82,False,False
919,Alaska,2019,23.34,25.13,True,True
920,Arizona,2019,18.46,19.65,False,True
921,Arkansas,2019,15.84,18.44,False,True
922,California,2019,21.24,21.29,True,True
923,Colorado,2019,21.28,20.99,True,True
924,Connecticut,2019,23.33,20.54,False,True
925,Delaware,2019,19.66,19.8,False,True
926,District of Columbia,2019,35.74,21.38,True,True
927,Florida,2019,17.23,17.61,False,True
928,Georgia,2019,17.75,19.57,False,True
929,Hawaii,2019,21.35,20.26,False,True
930,Idaho,2019,17.0,18.73,False,False
931,Illinois,2019,19.74,21.75,True,True
932,Indiana,2019,17.77,19.89,False,False
933,Iowa,2019,18.41,18.79,False,True
934,Kansas,2019,17.79,20.09,False,False
935,Kentucky,2019,17.09,19.27,False,False
936,Louisiana,2019,16.66,17.16,False,True
937,Maine,2019,18.45,17.6,True,True
938,Maryland,2019,22.1,20.95,False,True
939,Massachusetts,2019,24.14,21.71,True,True
940,Michigan,2019,18.6,18.86,True,True
941,Minnesota,2019,21.21,21.56,False,True
942,Mississippi,2019,15.0,18.74,False,False
943,Missouri,2019,17.88,20.22,False,True
944,Montana,2019,17.51,20.15,False,True
945,Nebraska,2019,18.46,20.69,False,False
946,Nevada,2019,17.51,20.89,True,True
947,New Hampshire,2019,19.95,19.87,False,True
948,New Jersey,2019,21.64,21.24,False,True
949,New Mexico,2019,17.03,18.8,False,True
950,New York,2019,22.44,22.62,False,True
951,North Carolina,2019,17.75,18.81,False,False
952,North Dakota,2019,20.44,24.62,False,True
953,Ohio,2019,18.54,19.67,False,True
954,Oklahoma,2019,17.18,20.25,False,True
955,Oregon,2019,19.83,21.24,True,True
956,Pennsylvania,2019,18.99,19.96,False,True
957,Rhode Island,2019,21.24,19.49,False,True
958,South Carolina,2019,16.68,18.38,False,False
959,South Dakota,2019,16.71,18.68,False,False
960,Tennessee,2019,17.26,19.89,False,False
961,Texas,2019,18.28,19.9,False,False
962,Utah,2019,18.23,20.44,False,True
963,Vermont,2019,19.68,19.45,False,True
964,Virginia,2019,20.3,19.11,False,False
965,Washington,2019,23.15,23.02,True,True
966,West Virginia,2019,16.31,17.75,False,True
967,Wisconsin,2019,18.79,20.48,False,False
968,Wyoming,2019,20.02,22.45,False,False
969,Alabama,2020,17.43,18.39,False,False
970,Alaska,2020,24.45,26.35,True,True
971,Arizona,2020,19.35,20.81,True,True
972,Arkansas,2020,16.51,19.67,False,True
973,California,2020,22.74,22.41,True,True
974,Colorado,2020,22.52,22.13,True,True
975,Connecticut,2020,24.57,21.33,False,True
976,Delaware,2020,20.72,20.53,False,True
977,District of Columbia,2020,38.29,21.68,True,True
978,Florida,2020,18.07,18.0,False,True
979,Georgia,2020,18.59,20.58,False,True
980,Hawaii,2020,22.44,21.18,False,True
981,Idaho,2020,17.79,19.07,False,False
982,Illinois,2020,21.01,22.82,True,True
983,Indiana,2020,18.56,20.92,False,False
984,Iowa,2020,19.19,19.91,False,True
985,Kansas,2020,18.59,20.87,False,False
986,Kentucky,2020,17.9,20.34,False,False
987,Louisiana,2020,17.53,18.07,False,True
988,Maine,2020,19.45,18.73,True,True
989,Maryland,2020,23.43,21.76,False,True
990,Massachusetts,2020,25.75,22.38,True,True
991,Michigan,2020,19.67,20.38,True,True
992,Minnesota,2020,22.41,22.3,False,True
993,Mississippi,2020,15.73,19.41,False,False
994,Missouri,2020,18.7,20.88,False,True
995,Montana,2020,18.2,20.91,True,True
996,Nebraska,2020,19.16,21.4,False,False
997,Nevada,2020,18.55,21.31,True,True
998,New Hampshire,2020,21.22,21.02,False,True
999,New Jersey,2020,23.14,22.68,True,True
1000,New Mexico,2020,17.97,19.33,False,True
1001,New York,2020,23.84,23.58,False,True
1002,North Carolina,2020,18.63,19.52,False,False
1003,North Dakota,2020,21.26,24.55,False,True
1004,Ohio,2020,19.37,20.79,False,True
1005,Oklahoma,2020,17.84,21.27,False,True
1006,Oregon,2020,21.04,21.93,True,True
1007,Pennsylvania,2020,20.08,20.81,False,True
1008,Rhode Island,2020,22.77,21.53,False,True
1009,South Carolina,2020,17.36,18.55,False,False
1010,South Dakota,2020,17.7,19.46,False,True
1011,Tennessee,2020,18.0,20.9,False,False
1012,Texas,2020,19.06,20.81,False,False
1013,Utah,2020,18.98,20.88,False,True
1014,Vermont,2020,20.8,20.47,True,True
1015,Virginia,2020,21.74,20.66,False,True
1016,Washington,2020,24.81,24.14,True,True
1017,West Virginia,2020,17.07,18.41,False,True
1018,Wisconsin,2020,19.79,21.44,False,False
1019,Wyoming,2020,20.69,23.24,False,False
1020,Alabama,2021,17.91,18.14,False,True
1021,Alaska,2021,23.47,25.22,True,True
1022,Arizona,2021,18.99,20.77,True,True
1023,Arkansas,2021,17.64,19.9,False,True
1024,California,2021,23.04,22.45,True,True
1025,Colorado,2021,23.05,21.31,True,True
1026,Connecticut,2021,23.42,21.58,True,True
1027,Delaware,2021,22.45,20.81,False,True
1028,District of Columbia,2021,38.44,23.6,True,True
1029,Florida,2021,18.23,18.82,False,True
1030,Georgia,2021,18.43,19.29,False,True
1031,Hawaii,2021,22.93,21.73,False,True
1032,Idaho,2021,18.05,20.83,False,False
1033,Illinois,2021,22.42,22.63,True,True
1034,Indiana,2021,18.43,21.09,False,False
1035,Iowa,2021,18.79,21.43,False,True
1036,Kansas,2021,18.29,20.8,False,False
1037,Kentucky,2021,18.11,20.33,False,False
1038,Louisiana,2021,17.94,18.96,False,True
1039,Maine,2021,20.65,20.1,True,True
1040,Maryland,2021,23.3,21.69,False,True
1041,Massachusetts,2021,28.14,22.44,True,True
1042,Michigan,2021,21.73,20.96,True,True
1043,Minnesota,2021,22.88,22.27,False,True
1044,Mississippi,2021,16.86,19.79,False,False
1045,Missouri,2021,18.33,20.39,False,True
1046,Montana,2021,18.29,20.77,True,True
1047,Nebraska,2021,18.65,22.09,False,False
1048,Nevada,2021,18.22,20.82,True,True
1049,New Hampshire,2021,22.58,20.43,False,True
1050,New Jersey,2021,23.17,24.02,True,True
1051,New Mexico,2021,18.18,20.35,True,True
1052,New York,2021,23.46,22.93,True,True
1053,North Carolina,2021,18.45,19.74,False,False
1054,North Dakota,2021,22.58,22.68,False,True
1055,Ohio,2021,19.08,21.21,False,True
1056,Oklahoma,2021,18.03,20.24,False,True
1057,Oregon,2021,22.55,21.11,True,True
1058,Pennsylvania,2021,21.59,20.56,False,True
1059,Rhode Island,2021,22.97,21.0,False,True
1060,South Carolina,2021,17.91,19.65,False,False
1061,South Dakota,2021,18.13,20.29,False,True
1062,Tennessee,2021,18.13,20.63,False,False
1063,Texas,2021,18.77,20.6,False,False
1064,Utah,2021,18.69,21.09,False,True
1065,Vermont,2021,22.55,20.78,True,True
1066,Virginia,2021,22.69,20.22,True,True
1067,Washington,2021,24.25,24.64,True,True
1068,West Virginia,2021,17.72,17.4,False,True
1069,Wisconsin,2021,21.63,21.24,False,False
1070,Wyoming,2021,22.06,21.17,False,False
1071,Alabama,2022,18.5,18.94,False,True
1072,Alaska,2022,25.0,26.04,True,True
1073,Arizona,2022,21.77,22.0,True,True
1074,Arkansas,2022,17.92,19.32,False,True
1075,California,2022,23.91,23.33,True,True
1076,Colorado,2022,24.16,23.09,True,True
1077,Connecticut,2022,24.9,23.09,True,True
1078,Delaware,2022,22.67,22.16,False,True
1079,District of Columbia,2022,39.87,23.83,True,True
1080,Florida,2022,19.62,19.97,False,True
1081,Georgia,2022,20.62,21.67,False,True
1082,Hawaii,2022,23.35,22.34,False,True
1083,Idaho,2022,19.26,21.82,False,False
1084,Illinois,2022,22.83,24.13,True,True
1085,Indiana,2022,20.24,22.13,False,False
1086,Iowa,2022,21.32,22.03,False,True
1087,Kansas,2022,20.13,21.36,False,False
1088,Kentucky,2022,19.32,21.12,False,False
1089,Louisiana,2022,18.74,19.34,False,True
1090,Maine,2022,21.84,20.97,True,True
1091,Maryland,2022,24.72,22.99,True,True
1092,Massachusetts,2022,28.1,23.66,True,True
1093,Michigan,2022,21.88,21.19,True,True
1094,Minnesota,2022,23.44,23.84,False,True
1095,Mississippi,2022,17.36,20.64,False,True
1096,Missouri,2022,20.34,21.3,True,True
1097,Montana,2022,20.29,21.52,True,True
1098,Nebraska,2022,21.2,25.38,False,False
1099,Nevada,2022,19.62,21.59,True,True
1100,New Hampshire,2022,23.04,21.76,False,True
1101,New Jersey,2022,24.56,25.2,True,True
1102,New Mexico,2022,19.19,20.23,True,True
1103,New York,2022,25.23,24.59,True,True
1104,North Carolina,2022,20.1,20.01,False,False
1105,North Dakota,2022,22.79,25.45,False,True
1106,Ohio,2022,21.52,21.81,False,True
1107,Oklahoma,2022,18.8,20.28,False,True
1108,Oregon,2022,22.97,23.07,True,True
1109,Pennsylvania,2022,22.02,21.54,False,True
1110,Rhode Island,2022,23.73,22.8,True,True
1111,South Carolina,2022,18.69,20.11,False,False
1112,South Dakota,2022,19.17,21.13,False,True
1113,Tennessee,2022,19.2,21.26,False,False
1114,Texas,2022,20.9,21.14,False,False
1115,Utah,2022,21.38,22.81,False,True
1116,Vermont,2022,22.75,20.97,True,True
1117,Virginia,2022,23.22,20.72,True,True
1118,Washington,2022,27.08,25.81,True,True
1119,West Virginia,2022,18.16,18.85,False,True
1120,Wisconsin,2022,21.95,21.9,False,False
1121,Wyoming,2022,21.85,21.42,False,False
